fen,side,wdl,dtz
8/8/8/k7/3B4/8/2B5/K7 w - - 0 1,w,2,18
8/8/8/k7/3B4/8/2B5/K7 b - - 0 1,b,-2,-29
8/8/8/k7/5B2/8/2B5/K7 w - - 0 1,w,2,26
8/8/8/k7/5B2/8/2B5/K7 b - - 0 1,b,-2,-33
8/8/8/k7/7B/8/2B5/K7 w - - 0 1,w,2,26
8/8/8/k7/7B/8/2B5/K7 b - - 0 1,b,-2,-33
8/8/8/k1B5/8/8/2B5/K7 w - - 0 1,w,2,16
8/8/8/k1B5/8/8/2B5/K7 b - - 0 1,b,-2,-33
8/8/8/k3B3/8/8/2B5/K7 w - - 0 1,w,2,30
8/8/8/k3B3/8/8/2B5/K7 b - - 0 1,b,-2,-31
8/8/8/k5B1/8/8/2B5/K7 w - - 0 1,w,2,26
8/8/8/k5B1/8/8/2B5/K7 b - - 0 1,b,-2,-33
8/8/1B6/k7/8/8/2B5/K7 b - - 0 1,b,0,0
8/8/3B4/k7/8/8/2B5/K7 w - - 0 1,w,2,28
8/8/3B4/k7/8/8/2B5/K7 b - - 0 1,b,-2,-31
8/8/5B2/k7/8/8/2B5/K7 w - - 0 1,w,2,30
8/8/5B2/k7/8/8/2B5/K7 b - - 0 1,b,-2,-31
8/8/7B/k7/8/8/2B5/K7 w - - 0 1,w,2,26
8/8/7B/k7/8/8/2B5/K7 b - - 0 1,b,-2,-33
8/B7/8/k7/8/8/2B5/K7 w - - 0 1,w,2,18
8/B7/8/k7/8/8/2B5/K7 b - - 0 1,b,-2,-29
8/2B5/8/k7/8/8/2B5/K7 b - - 0 1,b,-2,-33
8/4B3/8/k7/8/8/2B5/K7 w - - 0 1,w,2,28
8/4B3/8/k7/8/8/2B5/K7 b - - 0 1,b,-2,-29
8/6B1/8/k7/8/8/2B5/K7 w - - 0 1,w,2,30
8/6B1/8/k7/8/8/2B5/K7 b - - 0 1,b,-2,-31
1B6/8/8/k7/8/8/2B5/K7 w - - 0 1,w,2,28
1B6/8/8/k7/8/8/2B5/K7 b - - 0 1,b,-2,-33
3B4/8/8/k7/8/8/2B5/K7 b - - 0 1,b,-2,-33
5B2/8/8/k7/8/8/2B5/K7 w - - 0 1,w,2,28
5B2/8/8/k7/8/8/2B5/K7 b - - 0 1,b,-2,-29
7B/8/8/k7/8/8/2B5/K7 w - - 0 1,w,2,30
7B/8/8/k7/8/8/2B5/K7 b - - 0 1,b,-2,-31
8/8/8/k7/8/8/3BB3/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/8/3B2B1/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/1B6/3B4/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/3B4/3B4/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/5B2/3B4/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/7B/3B4/K7 b - - 0 1,b,-2,-33
8/8/8/k7/B7/8/3B4/K7 b - - 0 1,b,0,0
8/8/8/k7/2B5/8/3B4/K7 b - - 0 1,b,-2,-27
8/8/8/k7/4B3/8/3B4/K7 b - - 0 1,b,-2,-29
8/8/8/k7/6B1/8/3B4/K7 b - - 0 1,b,-2,-33
8/8/8/kB6/8/8/3B4/K7 b - - 0 1,b,0,0
8/8/8/k2B4/8/8/3B4/K7 b - - 0 1,b,-2,-27
8/8/8/k4B2/8/8/3B4/K7 b - - 0 1,b,-2,-33
8/8/8/k6B/8/8/3B4/K7 b - - 0 1,b,-2,-33
8/8/B7/k7/8/8/3B4/K7 b - - 0 1,b,0,0
8/8/2B5/k7/8/8/3B4/K7 b - - 0 1,b,-2,-33
8/8/4B3/k7/8/8/3B4/K7 b - - 0 1,b,-2,-33
8/8/6B1/k7/8/8/3B4/K7 b - - 0 1,b,-2,-33
8/1B6/8/k7/8/8/3B4/K7 b - - 0 1,b,-2,-33
8/3B4/8/k7/8/8/3B4/K7 b - - 0 1,b,-2,-27
8/5B2/8/k7/8/8/3B4/K7 b - - 0 1,b,-2,-31
8/7B/8/k7/8/8/3B4/K7 b - - 0 1,b,-2,-33
B7/8/8/k7/8/8/3B4/K7 b - - 0 1,b,-2,-29
2B5/8/8/k7/8/8/3B4/K7 b - - 0 1,b,-2,-33
4B3/8/8/k7/8/8/3B4/K7 b - - 0 1,b,-2,-25
6B1/8/8/k7/8/8/3B4/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/8/4BB2/K7 w - - 0 1,w,2,16
8/8/8/k7/8/8/4BB2/K7 b - - 0 1,b,-2,-17
8/8/8/k7/8/8/4B2B/K7 w - - 0 1,w,2,18
8/8/8/k7/8/8/4B2B/K7 b - - 0 1,b,-2,-31
8/8/8/k7/8/B7/4B3/K7 w - - 0 1,w,2,16
8/8/8/k7/8/B7/4B3/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/2B5/4B3/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/4B3/4B3/K7 w - - 0 1,w,2,16
8/8/8/k7/8/4B3/4B3/K7 b - - 0 1,b,-2,-17
8/8/8/k7/8/6B1/4B3/K7 w - - 0 1,w,2,18
8/8/8/k7/8/6B1/4B3/K7 b - - 0 1,b,-2,-31
8/8/8/k7/1B6/8/4B3/K7 b - - 0 1,b,0,0
8/8/8/k7/3B4/8/4B3/K7 w - - 0 1,w,2,16
8/8/8/k7/3B4/8/4B3/K7 b - - 0 1,b,-2,-17
8/8/8/k7/5B2/8/4B3/K7 w - - 0 1,w,2,18
8/8/8/k7/5B2/8/4B3/K7 b - - 0 1,b,-2,-29
8/8/8/k7/7B/8/4B3/K7 w - - 0 1,w,2,18
8/8/8/k7/7B/8/4B3/K7 b - - 0 1,b,-2,-31
8/8/8/k1B5/8/8/4B3/K7 w - - 0 1,w,2,16
8/8/8/k1B5/8/8/4B3/K7 b - - 0 1,b,-2,-15
8/8/8/k3B3/8/8/4B3/K7 w - - 0 1,w,2,18
8/8/8/k3B3/8/8/4B3/K7 b - - 0 1,b,-2,-31
8/8/8/k5B1/8/8/4B3/K7 w - - 0 1,w,2,18
8/8/8/k5B1/8/8/4B3/K7 b - - 0 1,b,-2,-31
8/8/1B6/k7/8/8/4B3/K7 b - - 0 1,b,0,0
8/8/3B4/k7/8/8/4B3/K7 w - - 0 1,w,2,16
8/8/3B4/k7/8/8/4B3/K7 b - - 0 1,b,-2,-29
8/8/5B2/k7/8/8/4B3/K7 w - - 0 1,w,2,18
8/8/5B2/k7/8/8/4B3/K7 b - - 0 1,b,-2,-31
8/8/7B/k7/8/8/4B3/K7 w - - 0 1,w,2,18
8/8/7B/k7/8/8/4B3/K7 b - - 0 1,b,-2,-29
8/B7/8/k7/8/8/4B3/K7 w - - 0 1,w,2,16
8/B7/8/k7/8/8/4B3/K7 b - - 0 1,b,-2,-17
8/2B5/8/k7/8/8/4B3/K7 b - - 0 1,b,-2,-21
8/4B3/8/k7/8/8/4B3/K7 w - - 0 1,w,2,16
8/4B3/8/k7/8/8/4B3/K7 b - - 0 1,b,-2,-29
8/6B1/8/k7/8/8/4B3/K7 w - - 0 1,w,2,18
8/6B1/8/k7/8/8/4B3/K7 b - - 0 1,b,-2,-29
1B6/8/8/k7/8/8/4B3/K7 w - - 0 1,w,2,18
1B6/8/8/k7/8/8/4B3/K7 b - - 0 1,b,-2,-31
3B4/8/8/k7/8/8/4B3/K7 b - - 0 1,b,-2,-21
5B2/8/8/k7/8/8/4B3/K7 w - - 0 1,w,2,16
5B2/8/8/k7/8/8/4B3/K7 b - - 0 1,b,-2,-27
7B/8/8/k7/8/8/4B3/K7 w - - 0 1,w,2,18
7B/8/8/k7/8/8/4B3/K7 b - - 0 1,b,-2,-33
8/8/8/k7/8/8/5BB1/K7 w - - 0 1,w,2,18
8/8/8/k7/8/8/5BB1/K7 b - - 0 1,b,-2,-25
8/8/8/k7/8/1B6/5B2/K7 w - - 0 1,w,2,20
8/8/8/k7/8/1B6/5B2/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/3B4/5B2/K7 w - - 0 1,w,2,16
8/8/8/k7/8/3B4/5B2/K7 b - - 0 1,b,-2,-17
8/8/8/k7/8/5B2/5B2/K7 w - - 0 1,w,2,18
8/8/8/k7/8/5B2/5B2/K7 b - - 0 1,b,-2,-25
8/8/8/k7/8/7B/5B2/K7 w - - 0 1,w,2,18
8/8/8/k7/8/7B/5B2/K7 b - - 0 1,b,-2,-29
8/8/8/k7/B7/8/5B2/K7 w - - 0 1,w,2,26
8/8/8/k7/B7/8/5B2/K7 b - - 0 1,b,0,0
8/8/8/k7/2B5/8/5B2/K7 w - - 0 1,w,2,16
8/8/8/k7/2B5/8/5B2/K7 b - - 0 1,b,-2,-19
8/8/8/k7/4B3/8/5B2/K7 w - - 0 1,w,2,18
8/8/8/k7/4B3/8/5B2/K7 b - - 0 1,b,-2,-25
8/8/8/k7/6B1/8/5B2/K7 w - - 0 1,w,2,18
8/8/8/k7/6B1/8/5B2/K7 b - - 0 1,b,-2,-25
8/8/8/kB6/8/8/5B2/K7 w - - 0 1,w,2,18
8/8/8/kB6/8/8/5B2/K7 b - - 0 1,b,0,0
8/8/8/k2B4/8/8/5B2/K7 w - - 0 1,w,2,20
8/8/8/k2B4/8/8/5B2/K7 b - - 0 1,b,-2,-25
8/8/8/k4B2/8/8/5B2/K7 w - - 0 1,w,2,18
8/8/8/k4B2/8/8/5B2/K7 b - - 0 1,b,-2,-25
8/8/8/k6B/8/8/5B2/K7 w - - 0 1,w,2,18
8/8/8/k6B/8/8/5B2/K7 b - - 0 1,b,-2,-25
8/8/B7/k7/8/8/5B2/K7 w - - 0 1,w,2,18
8/8/B7/k7/8/8/5B2/K7 b - - 0 1,b,0,0
8/8/2B5/k7/8/8/5B2/K7 w - - 0 1,w,2,22
8/8/2B5/k7/8/8/5B2/K7 b - - 0 1,b,-2,-25
8/8/4B3/k7/8/8/5B2/K7 w - - 0 1,w,2,20
8/8/4B3/k7/8/8/5B2/K7 b - - 0 1,b,-2,-27
8/8/6B1/k7/8/8/5B2/K7 w - - 0 1,w,2,18
8/8/6B1/k7/8/8/5B2/K7 b - - 0 1,b,-2,-25
8/1B6/8/k7/8/8/5B2/K7 w - - 0 1,w,2,20
8/1B6/8/k7/8/8/5B2/K7 b - - 0 1,b,-2,-23
8/3B4/8/k7/8/8/5B2/K7 w - - 0 1,w,2,22
8/3B4/8/k7/8/8/5B2/K7 b - - 0 1,b,-2,-27
8/5B2/8/k7/8/8/5B2/K7 w - - 0 1,w,2,20
8/5B2/8/k7/8/8/5B2/K7 b - - 0 1,b,-2,-27
8/7B/8/k7/8/8/5B2/K7 w - - 0 1,w,2,18
8/7B/8/k7/8/8/5B2/K7 b - - 0 1,b,-2,-25
B7/8/8/k7/8/8/5B2/K7 w - - 0 1,w,2,24
B7/8/8/k7/8/8/5B2/K7 b - - 0 1,b,-2,-25
2B5/8/8/k7/8/8/5B2/K7 w - - 0 1,w,2,24
2B5/8/8/k7/8/8/5B2/K7 b - - 0 1,b,-2,-27
4B3/8/8/k7/8/8/5B2/K7 w - - 0 1,w,2,22
4B3/8/8/k7/8/8/5B2/K7 b - - 0 1,b,-2,-27
6B1/8/8/k7/8/8/5B2/K7 w - - 0 1,w,2,20
6B1/8/8/k7/8/8/5B2/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/8/6BB/K7 w - - 0 1,w,2,26
8/8/8/k7/8/8/6BB/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/B7/6B1/K7 w - - 0 1,w,2,26
8/8/8/k7/8/B7/6B1/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/2B5/6B1/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/4B3/6B1/K7 w - - 0 1,w,2,18
8/8/8/k7/8/4B3/6B1/K7 b - - 0 1,b,-2,-25
8/8/8/k7/8/6B1/6B1/K7 w - - 0 1,w,2,26
8/8/8/k7/8/6B1/6B1/K7 b - - 0 1,b,-2,-29
8/8/8/k7/1B6/8/6B1/K7 b - - 0 1,b,0,0
8/8/8/k7/3B4/8/6B1/K7 w - - 0 1,w,2,18
8/8/8/k7/3B4/8/6B1/K7 b - - 0 1,b,-2,-25
8/8/8/k7/5B2/8/6B1/K7 w - - 0 1,w,2,26
8/8/8/k7/5B2/8/6B1/K7 b - - 0 1,b,-2,-29
8/8/8/k7/7B/8/6B1/K7 w - - 0 1,w,2,26
8/8/8/k7/7B/8/6B1/K7 b - - 0 1,b,-2,-29
8/8/8/k1B5/8/8/6B1/K7 w - - 0 1,w,2,16
8/8/8/k1B5/8/8/6B1/K7 b - - 0 1,b,-2,-25
8/8/8/k3B3/8/8/6B1/K7 w - - 0 1,w,2,26
8/8/8/k3B3/8/8/6B1/K7 b - - 0 1,b,-2,-29
8/8/8/k5B1/8/8/6B1/K7 w - - 0 1,w,2,26
8/8/8/k5B1/8/8/6B1/K7 b - - 0 1,b,-2,-29
8/8/1B6/k7/8/8/6B1/K7 b - - 0 1,b,0,0
8/8/3B4/k7/8/8/6B1/K7 w - - 0 1,w,2,24
8/8/3B4/k7/8/8/6B1/K7 b - - 0 1,b,-2,-27
8/8/5B2/k7/8/8/6B1/K7 w - - 0 1,w,2,26
8/8/5B2/k7/8/8/6B1/K7 b - - 0 1,b,-2,-29
8/8/7B/k7/8/8/6B1/K7 w - - 0 1,w,2,26
8/8/7B/k7/8/8/6B1/K7 b - - 0 1,b,-2,-29
8/B7/8/k7/8/8/6B1/K7 w - - 0 1,w,2,18
8/B7/8/k7/8/8/6B1/K7 b - - 0 1,b,-2,-27
8/2B5/8/k7/8/8/6B1/K7 b - - 0 1,b,-2,-29
8/4B3/8/k7/8/8/6B1/K7 w - - 0 1,w,2,26
8/4B3/8/k7/8/8/6B1/K7 b - - 0 1,b,-2,-27
8/6B1/8/k7/8/8/6B1/K7 w - - 0 1,w,2,26
8/6B1/8/k7/8/8/6B1/K7 b - - 0 1,b,-2,-29
1B6/8/8/k7/8/8/6B1/K7 w - - 0 1,w,2,26
1B6/8/8/k7/8/8/6B1/K7 b - - 0 1,b,-2,-27
3B4/8/8/k7/8/8/6B1/K7 b - - 0 1,b,-2,-31
5B2/8/8/k7/8/8/6B1/K7 w - - 0 1,w,2,26
5B2/8/8/k7/8/8/6B1/K7 b - - 0 1,b,-2,-27
7B/8/8/k7/8/8/6B1/K7 w - - 0 1,w,2,26
7B/8/8/k7/8/8/6B1/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/1B6/7B/K7 w - - 0 1,w,2,28
8/8/8/k7/8/1B6/7B/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/3B4/7B/K7 w - - 0 1,w,2,18
8/8/8/k7/8/3B4/7B/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/5B2/7B/K7 w - - 0 1,w,2,26
8/8/8/k7/8/5B2/7B/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/7B/7B/K7 w - - 0 1,w,2,26
8/8/8/k7/8/7B/7B/K7 b - - 0 1,b,-2,-33
8/8/8/k7/B7/8/7B/K7 w - - 0 1,w,2,30
8/8/8/k7/B7/8/7B/K7 b - - 0 1,b,0,0
8/8/8/k7/2B5/8/7B/K7 w - - 0 1,w,2,22
8/8/8/k7/2B5/8/7B/K7 b - - 0 1,b,-2,-33
8/8/8/k7/4B3/8/7B/K7 w - - 0 1,w,2,26
8/8/8/k7/4B3/8/7B/K7 b - - 0 1,b,-2,-27
8/8/8/k7/6B1/8/7B/K7 w - - 0 1,w,2,28
8/8/8/k7/6B1/8/7B/K7 b - - 0 1,b,-2,-33
8/8/8/kB6/8/8/7B/K7 w - - 0 1,w,2,30
8/8/8/kB6/8/8/7B/K7 b - - 0 1,b,0,0
8/8/8/k2B4/8/8/7B/K7 w - - 0 1,w,2,26
8/8/8/k2B4/8/8/7B/K7 b - - 0 1,b,-2,-27
8/8/8/k4B2/8/8/7B/K7 w - - 0 1,w,2,26
8/8/8/k4B2/8/8/7B/K7 b - - 0 1,b,-2,-33
8/8/8/k6B/8/8/7B/K7 w - - 0 1,w,2,28
8/8/8/k6B/8/8/7B/K7 b - - 0 1,b,-2,-33
8/8/B7/k7/8/8/7B/K7 w - - 0 1,w,2,30
8/8/B7/k7/8/8/7B/K7 b - - 0 1,b,0,0
8/8/2B5/k7/8/8/7B/K7 w - - 0 1,w,2,24
8/8/2B5/k7/8/8/7B/K7 b - - 0 1,b,-2,-31
8/8/4B3/k7/8/8/7B/K7 w - - 0 1,w,2,28
8/8/4B3/k7/8/8/7B/K7 b - - 0 1,b,-2,-29
8/8/6B1/k7/8/8/7B/K7 w - - 0 1,w,2,26
8/8/6B1/k7/8/8/7B/K7 b - - 0 1,b,-2,-33
8/1B6/8/k7/8/8/7B/K7 w - - 0 1,w,2,24
8/1B6/8/k7/8/8/7B/K7 b - - 0 1,b,-2,-31
8/3B4/8/k7/8/8/7B/K7 w - - 0 1,w,2,22
8/3B4/8/k7/8/8/7B/K7 b - - 0 1,b,-2,-29
8/5B2/8/k7/8/8/7B/K7 w - - 0 1,w,2,28
8/5B2/8/k7/8/8/7B/K7 b - - 0 1,b,-2,-29
8/7B/8/k7/8/8/7B/K7 w - - 0 1,w,2,26
8/7B/8/k7/8/8/7B/K7 b - - 0 1,b,-2,-33
B7/8/8/k7/8/8/7B/K7 w - - 0 1,w,2,26
B7/8/8/k7/8/8/7B/K7 b - - 0 1,b,-2,-29
2B5/8/8/k7/8/8/7B/K7 w - - 0 1,w,2,28
2B5/8/8/k7/8/8/7B/K7 b - - 0 1,b,-2,-33
4B3/8/8/k7/8/8/7B/K7 w - - 0 1,w,2,24
4B3/8/8/k7/8/8/7B/K7 b - - 0 1,b,-2,-29
6B1/8/8/k7/8/8/7B/K7 w - - 0 1,w,2,28
6B1/8/8/k7/8/8/7B/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/BB6/8/K7 w - - 0 1,w,2,26
8/8/8/k7/8/BB6/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/B2B4/8/K7 w - - 0 1,w,2,16
8/8/8/k7/8/B2B4/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/B4B2/8/K7 w - - 0 1,w,2,26
8/8/8/k7/8/B4B2/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/B6B/8/K7 w - - 0 1,w,2,24
8/8/8/k7/8/B6B/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/B7/B7/8/K7 w - - 0 1,w,2,24
8/8/8/k7/B7/B7/8/K7 b - - 0 1,b,0,0
8/8/8/k7/2B5/B7/8/K7 w - - 0 1,w,2,16
8/8/8/k7/2B5/B7/8/K7 b - - 0 1,b,-2,-25
8/8/8/k7/4B3/B7/8/K7 w - - 0 1,w,2,26
8/8/8/k7/4B3/B7/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/6B1/B7/8/K7 w - - 0 1,w,2,24
8/8/8/k7/6B1/B7/8/K7 b - - 0 1,b,-2,-27
8/8/8/kB6/8/B7/8/K7 w - - 0 1,w,2,24
8/8/8/kB6/8/B7/8/K7 b - - 0 1,b,0,0
8/8/8/k2B4/8/B7/8/K7 w - - 0 1,w,2,24
8/8/8/k2B4/8/B7/8/K7 b - - 0 1,b,-2,-25
8/8/8/k4B2/8/B7/8/K7 w - - 0 1,w,2,24
8/8/8/k4B2/8/B7/8/K7 b - - 0 1,b,-2,-27
8/8/8/k6B/8/B7/8/K7 w - - 0 1,w,2,24
8/8/8/k6B/8/B7/8/K7 b - - 0 1,b,-2,-27
8/8/B7/k7/8/B7/8/K7 w - - 0 1,w,2,26
8/8/B7/k7/8/B7/8/K7 b - - 0 1,b,0,0
8/8/2B5/k7/8/B7/8/K7 w - - 0 1,w,2,22
8/8/2B5/k7/8/B7/8/K7 b - - 0 1,b,-2,-25
8/8/4B3/k7/8/B7/8/K7 w - - 0 1,w,2,24
8/8/4B3/k7/8/B7/8/K7 b - - 0 1,b,-2,-25
8/8/6B1/k7/8/B7/8/K7 w - - 0 1,w,2,24
8/8/6B1/k7/8/B7/8/K7 b - - 0 1,b,-2,-27
8/1B6/8/k7/8/B7/8/K7 w - - 0 1,w,2,26
8/1B6/8/k7/8/B7/8/K7 b - - 0 1,b,-2,-27
8/3B4/8/k7/8/B7/8/K7 w - - 0 1,w,2,22
8/3B4/8/k7/8/B7/8/K7 b - - 0 1,b,-2,-23
8/5B2/8/k7/8/B7/8/K7 w - - 0 1,w,2,24
8/5B2/8/k7/8/B7/8/K7 b - - 0 1,b,-2,-25
8/7B/8/k7/8/B7/8/K7 w - - 0 1,w,2,26
8/7B/8/k7/8/B7/8/K7 b - - 0 1,b,-2,-29
B7/8/8/k7/8/B7/8/K7 w - - 0 1,w,2,26
B7/8/8/k7/8/B7/8/K7 b - - 0 1,b,-2,-27
2B5/8/8/k7/8/B7/8/K7 w - - 0 1,w,2,24
2B5/8/8/k7/8/B7/8/K7 b - - 0 1,b,-2,-27
4B3/8/8/k7/8/B7/8/K7 w - - 0 1,w,2,22
4B3/8/8/k7/8/B7/8/K7 b - - 0 1,b,-2,-23
6B1/8/8/k7/8/B7/8/K7 w - - 0 1,w,2,26
6B1/8/8/k7/8/B7/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/1BB5/8/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/1B2B3/8/K7 w - - 0 1,w,2,20
8/8/8/k7/8/1B2B3/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/8/1B4B1/8/K7 w - - 0 1,w,2,28
8/8/8/k7/8/1B4B1/8/K7 b - - 0 1,b,-2,-29
8/8/8/k7/1B6/1B6/8/K7 b - - 0 1,b,0,0
8/8/8/k7/3B4/1B6/8/K7 w - - 0 1,w,2,20
8/8/8/k7/3B4/1B6/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/5B2/1B6/8/K7 w - - 0 1,w,2,28
8/8/8/k7/5B2/1B6/8/K7 b - - 0 1,b,-2,-29
8/8/8/k7/7B/1B6/8/K7 w - - 0 1,w,2,28
8/8/8/k7/7B/1B6/8/K7 b - - 0 1,b,-2,-29
8/8/8/k1B5/8/1B6/8/K7 w - - 0 1,w,2,16
8/8/8/k1B5/8/1B6/8/K7 b - - 0 1,b,-2,-29
8/8/8/k3B3/8/1B6/8/K7 w - - 0 1,w,2,28
8/8/8/k3B3/8/1B6/8/K7 b - - 0 1,b,-2,-29
8/8/8/k5B1/8/1B6/8/K7 w - - 0 1,w,2,28
8/8/8/k5B1/8/1B6/8/K7 b - - 0 1,b,-2,-29
8/8/1B6/k7/8/1B6/8/K7 b - - 0 1,b,0,0
8/8/3B4/k7/8/1B6/8/K7 w - - 0 1,w,2,26
8/8/3B4/k7/8/1B6/8/K7 b - - 0 1,b,-2,-27
8/8/5B2/k7/8/1B6/8/K7 w - - 0 1,w,2,28
8/8/5B2/k7/8/1B6/8/K7 b - - 0 1,b,-2,-29
8/8/7B/k7/8/1B6/8/K7 w - - 0 1,w,2,28
8/8/7B/k7/8/1B6/8/K7 b - - 0 1,b,-2,-29
8/B7/8/k7/8/1B6/8/K7 w - - 0 1,w,2,22
8/B7/8/k7/8/1B6/8/K7 b - - 0 1,b,-2,-29
8/2B5/8/k7/8/1B6/8/K7 b - - 0 1,b,-2,-31
8/4B3/8/k7/8/1B6/8/K7 w - - 0 1,w,2,26
8/4B3/8/k7/8/1B6/8/K7 b - - 0 1,b,-2,-27
8/6B1/8/k7/8/1B6/8/K7 w - - 0 1,w,2,28
8/6B1/8/k7/8/1B6/8/K7 b - - 0 1,b,-2,-29
1B6/8/8/k7/8/1B6/8/K7 w - - 0 1,w,2,28
1B6/8/8/k7/8/1B6/8/K7 b - - 0 1,b,-2,-31
3B4/8/8/k7/8/1B6/8/K7 b - - 0 1,b,-2,-29
5B2/8/8/k7/8/1B6/8/K7 w - - 0 1,w,2,24
5B2/8/8/k7/8/1B6/8/K7 b - - 0 1,b,-2,-27
7B/8/8/k7/8/1B6/8/K7 w - - 0 1,w,2,28
7B/8/8/k7/8/1B6/8/K7 b - - 0 1,b,-2,-31
8/8/8/k7/8/2BB4/8/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/2B2B2/8/K7 b - - 0 1,b,-2,-29
8/8/8/k7/8/2B4B/8/K7 b - - 0 1,b,-2,-33
8/8/8/k7/B7/2B5/8/K7 b - - 0 1,b,0,0
8/8/8/k7/2B5/2B5/8/K7 b - - 0 1,b,-2,-27
8/8/8/k7/4B3/2B5/8/K7 b - - 0 1,b,-2,-29
8/8/8/k7/6B1/2B5/8/K7 b - - 0 1,b,-2,-33
8/8/8/kB6/8/2B5/8/K7 b - - 0 1,b,0,0
8/8/8/k2B4/8/2B5/8/K7 b - - 0 1,b,-2,-27
8/8/8/k4B2/8/2B5/8/K7 b - - 0 1,b,-2,-33
8/8/8/k6B/8/2B5/8/K7 b - - 0 1,b,-2,-31
8/8/B7/k7/8/2B5/8/K7 b - - 0 1,b,0,0
8/8/2B5/k7/8/2B5/8/K7 b - - 0 1,b,-2,-31
8/8/4B3/k7/8/2B5/8/K7 b - - 0 1,b,-2,-31
8/8/6B1/k7/8/2B5/8/K7 b - - 0 1,b,-2,-31
8/1B6/8/k7/8/2B5/8/K7 b - - 0 1,b,-2,-31
8/3B4/8/k7/8/2B5/8/K7 b - - 0 1,b,-2,-27
8/5B2/8/k7/8/2B5/8/K7 b - - 0 1,b,-2,-29
8/7B/8/k7/8/2B5/8/K7 b - - 0 1,b,-2,-33
B7/8/8/k7/8/2B5/8/K7 b - - 0 1,b,-2,-31
2B5/8/8/k7/8/2B5/8/K7 b - - 0 1,b,-2,-33
4B3/8/8/k7/8/2B5/8/K7 b - - 0 1,b,-2,-25
6B1/8/8/k7/8/2B5/8/K7 b - - 0 1,b,-2,-31
8/8/8/k7/8/3BB3/8/K7 w - - 0 1,w,2,16
8/8/8/k7/8/3BB3/8/K7 b - - 0 1,b,-2,-17
8/8/8/k7/8/3B2B1/8/K7 w - - 0 1,w,2,18
8/8/8/k7/8/3B2B1/8/K7 b - - 0 1,b,-2,-29
8/8/8/k7/1B6/3B4/8/K7 b - - 0 1,b,0,0
8/8/8/k7/3B4/3B4/8/K7 w - - 0 1,w,2,16
8/8/8/k7/3B4/3B4/8/K7 b - - 0 1,b,-2,-17
8/8/8/k7/5B2/3B4/8/K7 w - - 0 1,w,2,18
8/8/8/k7/5B2/3B4/8/K7 b - - 0 1,b,-2,-29
8/8/8/k7/7B/3B4/8/K7 w - - 0 1,w,2,18
8/8/8/k7/7B/3B4/8/K7 b - - 0 1,b,-2,-31
8/8/8/k1B5/8/3B4/8/K7 w - - 0 1,w,2,16
8/8/8/k1B5/8/3B4/8/K7 b - - 0 1,b,-2,-15
8/8/8/k3B3/8/3B4/8/K7 w - - 0 1,w,2,18
8/8/8/k3B3/8/3B4/8/K7 b - - 0 1,b,-2,-29
8/8/8/k5B1/8/3B4/8/K7 w - - 0 1,w,2,18
8/8/8/k5B1/8/3B4/8/K7 b - - 0 1,b,-2,-31
8/8/1B6/k7/8/3B4/8/K7 b - - 0 1,b,0,0
8/8/3B4/k7/8/3B4/8/K7 w - - 0 1,w,2,16
8/8/3B4/k7/8/3B4/8/K7 b - - 0 1,b,-2,-29
8/8/5B2/k7/8/3B4/8/K7 w - - 0 1,w,2,18
8/8/5B2/k7/8/3B4/8/K7 b - - 0 1,b,-2,-31
8/8/7B/k7/8/3B4/8/K7 w - - 0 1,w,2,18
8/8/7B/k7/8/3B4/8/K7 b - - 0 1,b,-2,-29
8/B7/8/k7/8/3B4/8/K7 w - - 0 1,w,2,16
8/B7/8/k7/8/3B4/8/K7 b - - 0 1,b,-2,-17
8/2B5/8/k7/8/3B4/8/K7 b - - 0 1,b,-2,-21
8/4B3/8/k7/8/3B4/8/K7 w - - 0 1,w,2,16
